,Name,RAM,ROM,Extended_memory,Battery,Processor,Price
677,REDMI 9i,4,128,512,5000,MediaTek Helio G25 Processor,10990
678,realme 7,6,64,256,5000,MediaTek Helio G95 Processor,14999
679,SAMSUNG Galaxy F12,4,64,512,6000,Exynos 850 Processor,12999
680,OPPO A31,6,128,256,4230,MediaTek Helio P35 Octa Core Processor,11990
681,POCO M2,6,128,512,5000,MediaTek Helio G80 Processor,11499
682,OPPO A53,4,64,256,5000,Qualcomm Snapdragon 460 Processor,15990
683,realme 3i,4,64,256,4230,MediaTek Helio P60 Octa Core 20 GHz Processor,10499
684,POCO M2 Pro,4,64,512,5000,Qualcomm Snapdragon 720G Processor,12999
685,ViVO Z1Pro,4,64,256,5000,Qualcomm Snapdragon 712 AIE Octa Core 23GHz Processor,14990
686,ViVO V21 5G,8,256,0,4000,MediaTek Dimensity 800U Processor,32990
687,REDMI Note 9,6,128,512,5020,MediaTek Helio G85 Processor,13999
688,POCO M2,6,128,512,5000,MediaTek Helio G80 Processor,11499
689,OPPO A53,4,64,256,5000,Qualcomm Snapdragon 460 Processor,15990
690,realme 3i,4,64,256,4230,MediaTek Helio P60 Octa Core 20 GHz Processor,10499
691,POCO M2 Pro,4,64,512,5000,Qualcomm Snapdragon 720G Processor,12999
692,ViVO V21 5G,8,256,0,4000,MediaTek Dimensity 800U Processor,32990
693,ViVO Z1Pro,4,64,256,5000,Qualcomm Snapdragon 712 AIE Octa Core 23GHz Processor,14990
694,realme Narzo 20 Pro,8,128,256,4500,MediaTek Helio G95 Processor,16999
695,ViVO V21 5G,8,256,0,4000,MediaTek Dimensity 800U Processor,32990
696,ASUS ROG Phone 5,12,256,0,6000,Qualcomm Snapdragon 888 SM8350 Processor,57999
697,POCO M2 Pro,4,64,512,5000,Qualcomm Snapdragon 720G Processor,12999
698,ViVO Z1Pro,6,64,256,5000,Qualcomm Snapdragon 712 AIE Octa Core 23GHz Processor,15990
699,ViVO Z1Pro,4,64,256,5000,Qualcomm Snapdragon 712 AIE Octa Core 23GHz Processor,14990
700,ViVO Z1Pro,6,64,256,5000,Qualcomm Snapdragon 712 AIE Octa Core 23GHz Processor,15990
701,realme 7,8,128,256,5000,MediaTek Helio G95 Processor,17999
702,SAMSUNG Galaxy F02s,4,64,1,5000,Qualcomm Snapdragon 450 SDM450F01 Processor,11499
703,SAMSUNG Galaxy M02,3,32,0,5000,MediaTek MT6739 Processor,11999
704,SAMSUNG Galaxy M02,3,32,0,5000,MediaTek MT6739 Processor,11999
705,ViVO Y11,3,32,0,5000,SDM439 Processor,10929
706,REDMI 9 Prime,4,128,512,5020,MediaTek Helio G80 Processor,10999
707,SAMSUNG Galaxy M02,3,32,0,5000,MediaTek MT6739 Processor,11999
708,Redmi Note 9 Pro,4,128,512,5020,Qualcomm Snapdragon 720G Processor,13999
709,IQOO 3,8,256,0,4440,Qualcomm Snapdragon 865 Processor,27990
